poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
65743,1767,GreatBlue Research,"532,1953",Hartford Courant | Sacred Heart University Institute for Public Policy and Civic Engagement,GreatBlue Research,748,GreatBlue Research,B/C,Live Phone/Online Panel,,Connecticut,3/24/20,4/3/20,,"",,121523,348,rv,d,rv-d,,4/14/20 08:17,"",https://www.sacredheart.edu/media/shu-media/institute-for-public-policy/GreatBlue--Sacred-Heart-University-Pioneer-Poll-Report-April-2020-FINAL.pdf,538,,,7681,2020,U.S. President,0,,8/11/20,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,32.5
65680,770,TIPP,375,Investor's Business Daily,TIPP Insights,144,TIPP Insights,A-,Online Panel,,,3/29/20,4/1/20,,"",,121362,447,rv,d,rv-d,,4/6/20 16:49,"",https://projects.fivethirtyeight.com/polls/20200407_National.xlsx,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,62.0
65680,770,TIPP,375,Investor's Business Daily,TIPP Insights,144,TIPP Insights,A-,Online Panel,,,3/29/20,4/1/20,,"",,121362,447,rv,d,rv-d,,4/6/20 16:49,"",https://projects.fivethirtyeight.com/polls/20200407_National.xlsx,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,30.0
65045,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,3/29/20,3/31/20,,"",,120693,573,lv,d,lv-d,,4/1/20 09:27,"",https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,47.0
65045,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,3/29/20,3/31/20,,"",,120693,573,lv,d,lv-d,,4/1/20 09:27,"",https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,34.0
65034,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,,3/29/20,3/30/20,,"",,120646,425,rv,d,rv-d,,3/30/20 17:00,"",https://thehill.com/hilltv/what-americas-thinking/490255-poll-biden-leads-sanders-by-22-points-in-new-2020-democratic,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,54.0
65034,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,,3/29/20,3/30/20,,"",,120646,425,rv,d,rv-d,,3/30/20 17:00,"",https://thehill.com/hilltv/what-americas-thinking/490255-poll-biden-leads-sanders-by-22-points-in-new-2020-democratic,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,32.0
65050,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,A/B,Live Phone,10.0,Wisconsin,3/24/20,3/29/20,,"",,120700,394,lv,d,lv-d,,4/1/20 13:18,"",https://law.marquette.edu/poll/wp-content/uploads/2020/04/MLSP59Toplines.pdf,538,,,7765,2020,U.S. President,0,,4/7/20,primary,false,false,,DEM,Biden,13256,Joe Biden,62.0
65050,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,A/B,Live Phone,10.0,Wisconsin,3/24/20,3/29/20,,"",,120700,394,lv,d,lv-d,,4/1/20 13:18,"",https://law.marquette.edu/poll/wp-content/uploads/2020/04/MLSP59Toplines.pdf,538,,,7765,2020,U.S. President,0,,4/7/20,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,34.0
65035,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,,3/23/20,3/29/20,,"",,120648,15101,lv,d,lv-d,,3/30/20 18:55,"",https://morningconsult.com/2020-democratic-primary/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,61.0
65035,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,,3/23/20,3/29/20,,"",,120648,15101,lv,d,lv-d,,3/30/20 18:55,"",https://morningconsult.com/2020-democratic-primary/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,36.0
65019,1508,Harris Poll,763,Harvard CAPS,Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,,3/24/20,3/26/20,,"",,120591,903,rv,d,rv-d,,3/30/20 12:41,"",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Topline.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,58.0
65019,1508,Harris Poll,763,Harvard CAPS,Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,,3/24/20,3/26/20,,"",,120591,903,rv,d,rv-d,,3/30/20 12:41,"",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Topline.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,32.0
65001,816,ABC News,"","",ABC News,3,ABC News/The Washington Post,A,Live Phone,,,3/22/20,3/25/20,,"",,120575,451,a,d,a-d,,3/29/20 00:05,"",https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,51.0
65001,816,ABC News,"","",ABC News,3,ABC News/The Washington Post,A,Live Phone,,,3/22/20,3/25/20,,"",,120575,451,a,d,a-d,,3/29/20 00:05,"",https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,42.0
65001,816,ABC News,"","",ABC News,3,ABC News/The Washington Post,A,Live Phone,,,3/22/20,3/25/20,,"",,120576,388,rv,d,rv-d,,3/29/20 00:05,"",https://docs.google.com/spreadsheets/d/1SI661NEVFDByCA6rjt9dOqNHT37N4tbUJeug72qT9Y4/edit,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,55.0
65001,816,ABC News,"","",ABC News,3,ABC News/The Washington Post,A,Live Phone,,,3/22/20,3/25/20,,"",,120576,388,rv,d,rv-d,,3/29/20 00:05,"",https://docs.google.com/spreadsheets/d/1SI661NEVFDByCA6rjt9dOqNHT37N4tbUJeug72qT9Y4/edit,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,39.0
64980,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,3/22/20,3/24/20,,"",,120488,545,lv,d,lv-d,,3/25/20 09:08,"",https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,47.0
64980,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,3/22/20,3/24/20,,"",,120488,545,lv,d,lv-d,,3/25/20 09:08,"",https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,34.0
64991,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,,3/20/20,3/24/20,,"",,120719,490,lv,d,lv-d,,4/2/20 10:49,"",https://twitter.com/EchelonInsights/status/1245724011725807618,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,66.0
64991,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,,3/20/20,3/24/20,,"",,120719,490,lv,d,lv-d,,4/2/20 10:49,"",https://twitter.com/EchelonInsights/status/1245724011725807618,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,29.0
64976,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,,3/18/20,3/24/20,,"",,120465,2748,a,d,a-d,,3/24/20 20:40,"",https://fingfx.thomsonreuters.com/gfx/mkt/13/3884/3840/Topline%20Reuters%20CP%2003%2024%202020.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,43.0
64976,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,,3/18/20,3/24/20,,"",,120465,2748,a,d,a-d,,3/24/20 20:40,"",https://fingfx.thomsonreuters.com/gfx/mkt/13/3884/3840/Topline%20Reuters%20CP%2003%2024%202020.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,3.0
64976,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,,3/18/20,3/24/20,,"",,120465,2748,a,d,a-d,,3/24/20 20:40,"",https://fingfx.thomsonreuters.com/gfx/mkt/13/3884/3840/Topline%20Reuters%20CP%2003%2024%202020.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,28.0
65724,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,Online Panel,,,3/10/20,3/24/20,,"",,121477,2452,lv,d,lv-d,,4/11/20 19:09,"",https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,38.0
65724,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,Online Panel,,,3/10/20,3/24/20,,"",,121477,2452,lv,d,lv-d,,4/11/20 19:09,"",https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,30.0
65724,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,Online Panel,,,3/10/20,3/24/20,,"",,121477,2452,lv,d,lv-d,,4/11/20 19:09,"",https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Warren,13258,Elizabeth Warren,8.0
65724,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,Online Panel,,,3/10/20,3/24/20,,"",,121477,2452,lv,d,lv-d,,4/11/20 19:09,"",https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Bloomberg,13289,Michael Bloomberg,8.0
65724,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,Online Panel,,,3/10/20,3/24/20,,"",,121477,2452,lv,d,lv-d,,4/11/20 19:09,"",https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Buttigieg,13345,Pete Buttigieg,4.0
65724,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,Online Panel,,,3/10/20,3/24/20,,"",,121477,2452,lv,d,lv-d,,4/11/20 19:09,"",https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Klobuchar,13310,Amy Klobuchar,2.0
65724,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,Online Panel,,,3/10/20,3/24/20,,"",,121477,2452,lv,d,lv-d,,4/11/20 19:09,"",https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,2.0
64940,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,,3/16/20,3/22/20,,"",,120367,16180,lv,d,lv-d,,3/24/20 06:14,"",https://morningconsult.com/2020-democratic-primary/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,60.0
64940,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,,3/16/20,3/22/20,,"",,120367,16180,lv,d,lv-d,,3/24/20 06:14,"",https://morningconsult.com/2020-democratic-primary/,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,36.0
64893,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,A-,IVR/Online Panel,,,3/18/20,3/19/20,,"",,120206,423,lv,r,lv-r,,3/20/20 14:57,"",https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus,538,,,6408,2020,U.S. President,0,,,primary,false,false,,REP,Trump,13254,Donald Trump,94.29
64893,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,A-,IVR/Online Panel,,,3/18/20,3/19/20,,"",,120206,423,lv,r,lv-r,,3/20/20 14:57,"",https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus,538,,,6408,2020,U.S. President,0,,,primary,false,false,,REP,Weld,13351,William F. Weld,5.71
64893,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,A-,IVR/Online Panel,,,3/18/20,3/19/20,,"",,120207,519,lv,d,lv-d,,3/20/20 14:57,"",https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,42.1
64893,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,A-,IVR/Online Panel,,,3/18/20,3/19/20,,"",,120207,519,lv,d,lv-d,,3/20/20 14:57,"",https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,53.56
64872,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,3/15/20,3/17/20,,"",,120147,551,lv,d,lv-d,,3/18/20 09:40,"",https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,48.0
64872,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,,3/15/20,3/17/20,,"",,120147,551,lv,d,lv-d,,3/18/20 09:40,"",https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,32.0
64857,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Arizona,3/16/20,3/16/20,,"",,120097,446,lv,d,lv-d,,3/17/20 05:55,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7676,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Biden,13256,Joe Biden,52.5
64857,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Arizona,3/16/20,3/16/20,,"",,120097,446,lv,d,lv-d,,3/17/20 05:55,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7676,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,28.6
64857,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Arizona,3/16/20,3/16/20,,"",,120097,446,lv,d,lv-d,,3/17/20 05:55,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7676,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,1.0
64858,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Florida,3/16/20,3/16/20,,"",,120098,1608,lv,d,lv-d,,3/17/20 05:55,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7687,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Biden,13256,Joe Biden,63.5
64858,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Florida,3/16/20,3/16/20,,"",,120098,1608,lv,d,lv-d,,3/17/20 05:55,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7687,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,24.9
64858,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Florida,3/16/20,3/16/20,,"",,120098,1608,lv,d,lv-d,,3/17/20 05:55,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7687,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,1.9
64859,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Illinois,3/16/20,3/16/20,,"",,120099,1075,lv,d,lv-d,,3/17/20 05:56,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7698,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Biden,13256,Joe Biden,63.0
64859,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Illinois,3/16/20,3/16/20,,"",,120099,1075,lv,d,lv-d,,3/17/20 05:56,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7698,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,27.7
64859,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,5.0,Illinois,3/16/20,3/16/20,,"",,120099,1075,lv,d,lv-d,,3/17/20 05:56,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7698,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,2.5
64860,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,,Ohio,3/16/20,3/16/20,,"",,120100,964,lv,d,lv-d,,3/17/20 05:56,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7738,2020,U.S. President,0,,4/28/20,primary,false,false,,DEM,Biden,13256,Joe Biden,65.7
64860,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,,Ohio,3/16/20,3/16/20,,"",,120100,964,lv,d,lv-d,,3/17/20 05:56,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7738,2020,U.S. President,0,,4/28/20,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,23.8
64860,1522,Swayable,"","",Swayable,543,Swayable,C,Online Panel,,Ohio,3/16/20,3/16/20,,"",,120100,964,lv,d,lv-d,,3/17/20 05:56,"",https://swayable.com/insights/democratic-primaries-2020-march-17-states,538,,,7738,2020,U.S. President,0,,4/28/20,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,6.1
64852,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,A,Online Panel,5.0,Florida,3/14/20,3/16/20,,"",,120089,532,lv,d,lv-d,,3/16/20 22:56,"",https://projects.fivethirtyeight.com/polls/20200316_FL.pdf,538,,,7687,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Biden,13256,Joe Biden,67.0
64852,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,A,Online Panel,5.0,Florida,3/14/20,3/16/20,,"",,120089,532,lv,d,lv-d,,3/16/20 22:56,"",https://projects.fivethirtyeight.com/polls/20200316_FL.pdf,538,,,7687,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,27.0
64852,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,A,Online Panel,5.0,Florida,3/14/20,3/16/20,,"",,120089,532,lv,d,lv-d,,3/16/20 22:56,"",https://projects.fivethirtyeight.com/polls/20200316_FL.pdf,538,,,7687,2020,U.S. President,0,,3/17/20,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,2.0
64863,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,,3/13/20,3/16/20,,"",,120108,700,a,d,a-d,,3/17/20 09:31,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_17_2020.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Biden,13256,Joe Biden,35.0
64863,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,,3/13/20,3/16/20,,"",,120108,700,a,d,a-d,,3/17/20 09:31,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_17_2020.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Sanders,13257,Bernard Sanders,33.0
64863,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,,3/13/20,3/16/20,,"",,120108,700,a,d,a-d,,3/17/20 09:31,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_17_2020.pdf,538,,,6407,2020,U.S. President,0,,,primary,false,false,,DEM,Gabbard,13343,Tulsi Gabbard,3.0
